Date,County,County_Code,HPI_AllTransactions,Civilian_Labor_Force,Poverty_All_Ages,Active_Listings,Median_Listing_Price,Permits_Annual,Real_GDP,Population_Annual,Unemployed_Persons,Unemployment_Rate
1971-09-30,Frederick,FRE,,,,,,,,87.2,,
1971-10-31,Frederick,FRE,,,,,,,,87.2,,
1971-11-30,Frederick,FRE,,,,,,,,87.2,,
1971-12-31,Frederick,FRE,,,,,,,,87.2,,
1972-01-31,Frederick,FRE,,,,,,,,89.1,,
1972-02-29,Frederick,FRE,,,,,,,,89.1,,
1972-03-31,Frederick,FRE,,,,,,,,89.1,,
1972-04-30,Frederick,FRE,,,,,,,,89.1,,
1972-05-31,Frederick,FRE,,,,,,,,89.1,,
1972-06-30,Frederick,FRE,,,,,,,,89.1,,
1972-07-31,Frederick,FRE,,,,,,,,89.1,,
1972-08-31,Frederick,FRE,,,,,,,,89.1,,
1972-09-30,Frederick,FRE,,,,,,,,89.1,,
1972-10-31,Frederick,FRE,,,,,,,,89.1,,
1972-11-30,Frederick,FRE,,,,,,,,89.1,,
1972-12-31,Frederick,FRE,,,,,,,,89.1,,
1973-01-31,Frederick,FRE,,,,,,,,92.1,,
1973-02-28,Frederick,FRE,,,,,,,,92.1,,
1973-03-31,Frederick,FRE,,,,,,,,92.1,,
1973-04-30,Frederick,FRE,,,,,,,,92.1,,
